doc_id,countryname,party,manifesto_id,text,cmp_code,nostalgic_at_least_1,nostalgic_at_least_2,nostalgic_at_least_3,nostalgic_at_least_4,translation_at_least_1,translation_at_least_2,translation_at_least_3,translation_at_least_4,nostalgic_coder1,nostalgic_coder2,nostalgic_coder3,nostalgic_coder4,translation_coder1,translation_coder2,translation_coder3,translation_coder4,translation_agreement_coders,nostalgia_sum,nostalgia_sum_emb,nostalgia_emb,nostalgia_dictionary_emb,nostalgia_dictionary,nostalgia_agreement_coders
80221 2017-03-26 134,Bulgaria,80221,80221 2017-03-26,"Strong presence of Bulgarian literature, history, art, music, achievements of science and sport in school education programs;",601.1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
21911 1978-12-17 900,Belgium,21911,21911 1978-12-17,"Without in any way reject traditional cultural values, R.",NA,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,3
31320 1988-06-05 1006,France,31320,31320 1988-06-05,Also the organization and reduction of working time remain priorities going in without a historical claim of the workers.,NA,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,2
34212 2015-09-20 822,Greece,34212,34212 2015-09-20,"We need to change the recommendation Evaluation Council, which will include a representative of workers,",701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82320 2006-06-03 1452,Czech Republic,82320,82320 2006-06-03,"CSSD will do everything for the adoption of such labor rules, foremost among them the Labor Code,",701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35220 2015-10-04 1336,Portugal,35220,35220 2015-10-04,"in exercise impossibility of their control by the courts, in particular the perverse use of the 'State Secret', decided by the Prime Minister and the PR;",303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34511 2004-03-07 2073,Greece,34511,34511 2004-03-07,"It is an obligation of our country to spread the rich values ​​of Greek culture and the Greek language abroad, without exaggeration, but based on the magnitude and contribution to placing universal heritage.",601,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
42320 2017-10-15 415,Austria,42320,42320 2017-10-15,The industrialization of the 19th century and the impoverishment associated more of the population has already shown that full freedom of contract can lead to socially intolerable results.,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
12221 2001-09-10 1940,Norway,12221,12221 2001-09-10,"Man from ethnic minorities should be equated with the majority when it comes living conditions, rights and power.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34511 2004-03-07 2809,Greece,34511,34511 2004-03-07,"Instead capitalize the opportunity of the Games to our tourism industry is a strategic axis the slogan """"Greece, a country of Culture and History"""" through specific actions to highlight the fact and exploit the great advantage for our tourism, left things in their fate.",601,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,3
86522 1998-05-10 792,Hungary,86522,86522 1998-05-10,"They must return to the family-based taxation, taking into account the number of dependents through the income tax.",503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
22220 2003-01-22 1836,Netherlands,22220,22220 2003-01-22,"The thought and sufficient spending public resources to the public good, we must ensure a clean environment, a well-managed area, a safe and modern infrastructure, good housing, sustainable use of scarce resources, a high-quality education and care system and a well-managed cultural heritage.",NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
42520 2013-09-29 65,Austria,42520,42520 2013-09-29,Create incentives so that wider also be made in the rural areas of investment.,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15440 2017-10-28 81,Iceland,15440,15440 2017-10-28,Bright Future wants to strengthen the operation of the country's secondary schools that have created a very small advantage in recent years and are in fact descended the limit by persistent niðurskurð.,506,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2,1,1,0,1,1,1
92212 2001-09-23 36,Poland,92212,92212 2001-09-23,Reducing unemployment is a difficult task and will take time.,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33902 2000-03-12 6,Spain,33902,33902 2000-03-12,"Coexistence frustrated at different times of the common history between Euzkadi and Spanish and French States is at the origin of the so-called """"Basque problem"""".",106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
87062 2018-10-06 7,Latvia,87062,87062 2018-10-06,and vocational training throughout the Latvian,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53620 2007-05-24 1042,Ireland,53620,53620 2007-05-24,"Establish, through Fáilte Ireland, an innovation fund to promote and support the development of tourism products that are new to the Irish market and to promote best practice,",408,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53620 1982-11-24 1002,Ireland,53620,53620 1982-11-24,"The decline in consumption since 1979 reflects the slowdown in economic growth, improved conservation, higher energy prices and the increasing use of natural gas for electricity generation.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
13210 1979-10-23 190,Denmark,13210,13210 1979-10-23,- The fight against female unemployment is a fight against a return to the old woman's role.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
11520 2002-09-15 312,Sweden,11520,11520 2002-09-15,"The threats range from the hard core of traditional threats to those resulting from the vulnerability of modern society such as HIV / AIDS, international crime and terrorism.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
31320 1988-06-05 634,France,31320,31320 1988-06-05,"The establishment of the High Authority, the creation of three television channels, the release of local radio finally brought France into the century of communication.",NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
83430 2015-03-01 638,Estonia,83430,83430 2015-03-01,"Reform Party valitsemisprogrammi based on his own leadership of the Riigikogu in 2013 adopted """"Fundamentals of cultural policy until 2020"""" (hereinafter the """"Culture 2020"""") and the Estonian Sports Congress in 2014 approved sports policy essentials 2030 """"Estonian Sport - Development Strategy 2030"""".",502,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,3,0,0,0,0,0,2
21111 1985-10-13 718,Belgium,21111,21111 1985-10-13,It therefore remains timely.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87630 2014-10-04 31,Latvia,87630,87630 2014-10-04,"sabalansēsim and social and financial support to the child's adulthood, including establishing greater facilities for dependents,",504,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
53110 2007-05-24 327,Ireland,53110,53110 2007-05-24,The Green Party will:,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15952 2017-10-28 235,Iceland,15952,15952 2017-10-28,Now is the equilibrium in population distribution between younger and older Icelanders and because we have to build a pension system that works for the current age structure of society.,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53620 1987-02-17 298,Ireland,53620,53620 1987-02-17,*We will take steps to restore to all of the State-sponsored sector the spirit of endeavour and capacity for enterprise that was previously their hallmark.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
32110 1996-04-21 48,Italy,32110,32110 1996-04-21,"In the face of this grave employment situation, and that of young people in particular, it is necessary, to prevent that this becomes an excuse for new environmental havoc instead necessary that environmental policies are the occasion of new jobs and no longer a constraint.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33611 2000-03-12 2367,Spain,33611,33611 2000-03-12,Reclaim it declared work of general interest supplies to the region I of Barcelona as a commitment to guarantee supply to four million.,411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
41420 1990-12-02 91,Germany,41420,41420 1990-12-02,"Therefore, we will further strengthen founded on the property economic order in Germany and expand.",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
34511 2009-10-04 526,Greece,34511,34511 2009-10-04,"Ionian Islands: Upgrade Airport, Corfu and Kefalonia Ms.",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41320 2009-09-27 1235,Germany,41320,41320 2009-09-27,"The demands on today's young generation have risen by social, economic and demographic changes.",706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
87071 2014-10-04 51,Latvia,87071,87071 2014-10-04,"reduce health inequalities and the causes of premature death, disability and temporary incapacity;",503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14820 2015-04-19 912,Finland,14820,14820 2015-04-19,A2 Languages ​​supply must be increased,506,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15620 2003-05-10 151,Iceland,15620,15620 2003-05-10,History teaches us that the economic environment and the political ideology depend largely how the nation's sake.,601,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
21912 1991-11-24 3,Belgium,21912,21912 1991-11-24,"In 1S80 first, and again in 1988-89, the traditional ruling parties (P.",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
92436 2011-10-09 2288,Poland,92436,92436 2011-10-09,"In cases where the pathology unit will not be tamed by the Lagoda-important educational measures, what kind of student-creates this kind of difficulty will be placed in a school for troubled youth, a sharpened rygo-sculpture tidying and educational.",506,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
13320 1973-12-04 30,Denmark,13320,13320 1973-12-04,"This is the percentage increase in net government spending for the first time in recent history reduced to zero for the next fiscal year, with the exception of price?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
15620 2016-10-29 168,Iceland,15620,15620 2016-10-29,"This applies both within the resource economy and creative industries in the field of knowledge, including cultural, artistic and technological development.",411,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15440 2013-04-27 95,Iceland,15440,15440 2013-04-27,"With the support of not only refers to donations,",402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42320 2017-10-15 887,Austria,42320,42320 2017-10-15,"Would not invest any reasonable business if the return on the investment (in the case of public investment: sustainable economic growth) is significantly higher than lending rates, it has to pay for it?",410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
33611 2000-03-12 2225,Spain,33611,33611 2000-03-12,"We will promote the elimination of the mandatory fee paid by bars and restaurants radio and television reception, without adversely reverse in revenue to be collected by the collecting societies.",406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12620 1965-09-12 91,Norway,12620,12620 1965-09-12,"Through the mission's longstanding efforts, Norway has strong traditions in cultural, humanitarian and practical training activities in developing countries.",NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
41113 2017-09-24 3340,Germany,41113,41113 2017-09-24,"With good offers for child care, a conversion of mini-jobs in social security contributions, a right to return to full-time, a genuine care period, a fair picture of care time in pension and equal pay for equal work and work, we can close the pension gap for women in the medium term.",503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
42430 2013-09-29 922,Austria,42430,42430 2013-09-29,Energy consumption and emissions during production of the product compared to substitutes,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34213 2012-05-06 1466,Greece,34213,34213 2012-05-06,It is related to its position in the world and the relationship that forms from this basis with the rest of the world.,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31720 2002-06-09 1018,France,31720,31720 2002-06-09,These unfair practices will be abolished: the nominations for elections of staff representatives and works councils become free from the 1st round.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53620 2011-02-25 198,Ireland,53620,53620 2011-02-25,Restoring confidence for investors and consumers will have a very direct positive impact on job creation.,410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
51421 1992-04-09 662,United Kingdom,51421,51421 1992-04-09,"This higher basic  pension will be paid to every pensioner, regardless of their contributory record, to end the  indignity of means testing.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35313 2005-02-20 200,Portugal,35313,35313 2005-02-20,"Accumulating debt because they do not want to assume our responsibilities, we would not be forgiven by our children.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41113 2009-09-27 295,Germany,41113,41113 2009-09-27,In the political commentary the current financial and economic crisis is often compared to the Great Depression in the 1920s and 1930s of the last century.,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
80510 2013-05-12 1039,Bulgaria,80510,80510 2013-05-12,"Forthcoming changes in the regulatory framework, mechanisms and instruments for the development of the rich cultural heritage - tangible and intangible.",502,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
32220 1983-06-26 397,Italy,32220,32220 1983-06-26,"As part of this diverse cultural policy must support a democratic alternative perspective play a central raised some issues: those of education, scientific and technical research, the information system, the cultural and environmental heritage.",NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
15111 2003-05-10 116,Iceland,15111,15111 2003-05-10,"In the highlands, we want to establish national parks world-class so that the many natural wonders of the preservation genuine and for the benefit and enjoyment for years to come.",501,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,2
32220 1983-06-26 831,Italy,32220,32220 1983-06-26,"The formation and selection of group leaders and elected communists at various institutional levels must still be the subject of constant care, culturally and politically, since it is more difficult than in the past to respond positively to the challenging tasks that are facing the party; among the essential tools for this purpose can be more highly qualified party schools, and training initiatives at all levels of our organization.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0
14520 1991-03-17 11,Finland,14520,14520 1991-03-17,The Finnish society has been built over decades on the bottom of the Christian value.,NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
34313 2004-03-07 262,Greece,34313,34313 2004-03-07,"fruit and vegetables standardization, strengthening infrastructure and central vegetable market meat market etc.",703,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
34710 2007-09-16 125,Greece,34710,34710 2007-09-16,Fundamental aim of this party is the social justice,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12420 2013-09-09 1808,Norway,12420,12420 2013-09-09,This is necessary in order to clarify that it is civil law and not theological understanding that regulate marriage.,201.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33096 2015-12-20 1989,Spain,33096,33096 2015-12-20,"Among other measures, the law should allow:",H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97951 2004-10-03 29,Slovenia,97951,97951 2004-10-03,"In doing so, it will be on the Ij, to preserve the advantages of global markets, while ensuring that the benefits of globalization can be enjoyed each person as an individual in a healthy living environment.",107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
80510 2013-05-12 2582,Bulgaria,80510,80510 2013-05-12,"The results undoubtedly lead to a finding that strongly limit the phenomena of abduction of people for ransom,",605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87110 2006-10-07 53,Latvia,87110,87110 2006-10-07,"This is particularly not allowed the law enforcement authorities to work as a prosecutor's office, Bureau, CPB, the police and the courts.",304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42320 2006-10-01 171,Austria,42320,42320 2006-10-01,"We want more university graduates in our country,",704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97521 2008-09-21 247,Slovenia,97521,97521 2008-09-21,"re-evaluate tax breaks and family benefits, which should not merely be social-oriented;",603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34212 2015-09-20 2055,Greece,34212,34212 2015-09-20,"without this quality reflects the quality of life of inhabitants of the country at local and national level, which means:",701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86110 2010-04-11 3161,Hungary,86110,86110 2010-04-11,"Meanwhile, at home in the hospitals many times a night duty doctor, nurse patient reaches 50-60.",504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86221 2014-04-06 959,Hungary,86221,86221 2014-04-06,"It should be more of a XXI. Century discuss how to persuade these companies to increase investment,",402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
51620 1992-04-09 1030,United Kingdom,51620,51620 1992-04-09,"The Government gives some £2,500 million a year to support the activities of the voluntary sector (including housing associations).",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97330 2004-10-03 1605,Slovenia,97330,97330 2004-10-03,"We'll veterans status of all the people who have made a significant contribution in the war for Slovenia, which will be the status and rights under this title equally arranged for all fighters for Slovenia from previous wars.",704,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
42420 2017-10-15 67,Austria,42420,42420 2017-10-15,Direct democracy is the best way to restore confidence in the policy to recover and also to implement measures which have been blocked by those groups who themselves beneficiaries of this system are that is urgently in need of reform.,202.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
88621 2016-10-09 590,Lithuania,88621,88621 2016-10-09,Rising Lithuanian people living in the regions to encourage prosperity and jobs Increasing the mobility - better access to work from home via the Internet.,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51620 1966-03-31 227,United Kingdom,51620,51620 1966-03-31,Provide more choice and competition in broadcasting.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88621 2012-10-14 1784,Lithuania,88621,88621 2012-10-14,"To eliminate surplus county administrations functions, while the rest of the state and escalated savavaldybių authorities.",303,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0
88621 2016-10-09 914,Lithuania,88621,88621 2016-10-09,Poses a clear and measurable goal - 70 percent. unemployed people return to the labor market during the first 4 months of unemployment.,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
33320 2011-11-20 1925,Spain,33320,33320 2011-11-20,#NAME?,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21230 2014-05-25 3563,Belgium,21230,21230 2014-05-25,We urgently need to follow a different logic.,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87620 2011-09-17 42,Latvia,87620,87620 2011-09-17,We will create motivating conditions for business start-up Latvian.,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80710 2013-05-12 38,Bulgaria,80710,80710 2013-05-12,They for 2011 are 4.7 billion lev.,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35220 1999-10-10 91,Portugal,35220,35220 1999-10-10,"the decision to preserve the engravings of Foz Coa-,",502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
82110 2010-05-29 119,Czech Republic,82110,82110 2010-05-29,Everything indicates that we are facing a historic change.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1
14820 2011-04-17 548,Finland,14820,14820 2011-04-17,True Finns has not been left unclear the meaning of village schools for learning Finnish and spiritual landscape.,506,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
33911 2016-06-26 1326,Spain,33911,33911 2016-06-26,"the vegada that, through the ECB, has propiciat d'political high Liquidität one per afavorir the Creixement i stop the recessió.",410,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0
82952 2010-05-29 469,Czech Republic,82952,82952 2010-05-29,"We develop new security strategy of the Czech Republic, which will be based on the European Security Strategy in 2003 (or. The newly approved 2008) and will consist only of vague formulations and traditional view on security, but will be more clearly drawn towards current and future threats.",605,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
13210 1968-01-23 52,Denmark,13210,13210 1968-01-23,"Housing policy - Measures against the unfortunate effects of the square housing settlement - including: - Limiting supplementary borrowing in the older housing stock, Expansion of housing benefit payments based on gross income.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53320 2002-05-17 829,Ireland,53320,53320 2002-05-17,We will go beyond the outdated concept of the fixed retirement age.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80510 2013-05-12 2999,Bulgaria,80510,80510 2013-05-12,and we will continue to work for its development and turn it into a tradition.,108,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1
87021 2010-10-02 22,Latvia,87021,87021 2010-10-02,and stimulate Latvian citizens to return home.,601.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
12620 2009-09-14 557,Norway,12620,12620 2009-09-14,"Norway has a unique potential for development with breathtaking scenery, rich diversity of cultural heritage and well-preserved cultural traditions.",410,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,1,1,1,4
51421 1997-05-01 604,United Kingdom,51421,51421 1997-05-01,#NAME?,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
35311 1995-10-01 220,Portugal,35311,35311 1995-10-01,It is known that the contents also contained worrying deteriorations in the border areas.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22952 1986-05-21 270,Netherlands,22952,22952 1986-05-21,For good statutes can only be founded on fidelity to standards that have proven their value for centuries.,603,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,2
42110 2017-10-15 589,Austria,42110,42110 2017-10-15,"Bundesdenkmalamt: We have the """"small committee of inquiry"""" (subcommittee of the Audit Committee) set up in July to Bundesdenkmalamt and allow the screening of the Heritage Institute.",502,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,2
11420 2010-09-19 514,Sweden,11420,11420 2010-09-19,"Whether it is psychological or physical violence, sexual violence is rooted in an honorable approach, the fight against gender violence, the most pressing issue of gender equality.",503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
31320 1988-06-05 3079,France,31320,31320 1988-06-05,"The time has come, overcoming if necessary the sometimes restrictive framework of the current Community game to regain the initiative in Europe.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
14820 2011-04-17 546,Finland,14820,14820 2011-04-17,5.2 A diverse teaching secured - in nearby schools and small educational units kept,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21911 1981-11-08 633,Belgium,21911,21911 1981-11-08,"The highways infrastructure, airports, channels 2 to 3 times higher in Flanders and Wallonia, based on area or industrial activity, the ports are industrial development zones in charge of all but the main benefit of the Flemish region.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33320 1996-03-03 45,Spain,33320,33320 1996-03-03,There are voices calling for a return to the certainties of the past when some ideologies were able to provide accurate responses and global visions.,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1
51320 2017-06-08 648,United Kingdom,51320,51320 2017-06-08,"Labour will fund free parking in NHS England - for patients, staff and visitors – by increasing the tax on private medical insurance premiums.",504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41113 2017-09-24 13,Germany,41113,41113 2017-09-24,"We do not want to leave the consequences of demographic change fate, but to make the best of it: from justice between the generations together on the development of rural areas up to the structural changes in big cities innovations are in demand, not fatalism.",411,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
13230 1990-12-12 162,Denmark,13230,13230 1990-12-12,"But instead of the EC committed to creating a new power bloc, dominated by the richest, especially Germany.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12520 2017-09-11 3365,Norway,12520,12520 2017-09-11,KrF thinks it is important that these resources are exploited in a sustainable manner,416.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86421 2010-04-11 944,Hungary,86421,86421 2010-04-11,"Lost in the common experiences, hope, faith in the truth, in mutual trust and willingness to make it happen.",606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14820 1987-03-16 70,Finland,14820,14820 1987-03-16,Both rental and owner-occupied homes must be built if necessary.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41113 2017-09-24 2016,Germany,41113,41113 2017-09-24,Our goal is an inclusive society that is free of barriers and free of prejudice and discrimination.,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51320 1983-06-09 66,United Kingdom,51320,51320 1983-06-09,"But the programme of socialist reconstruction outlined in these pages, can be carried through if a Labour government commands the support of the other great democratic institutions in the land - in particular the local authorities and the trade unions.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31220 1973-03-04 554,France,31220,31220 1973-03-04,"These rules will include the effective participation of representatives of scientific, literary and artistic professions in the development of program content, so that they make up a balanced to the different fields of culture; the obligation for radio and television constitute the essential part of their programs with creations using their specific resources and by appealing to the wider contest of contemporary authors; the need for radio and television, while promoting access to the entire portfolio, to generate interest for contemporary design, develop understanding and contribute to the constant expansion of government, disciplines the performances, literature and the arts; - compliance with the requirements of artistic quality; for this purpose, material and moral status of writers, directors and performers of radio and TV programs will be developed.",NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
35313 1991-10-06 64,Portugal,35313,35313 1991-10-06,"III - AFFIRM PORTUGAL IN A CHANGING WORLD The foreign policy of Portugal is an expression of our national identity and manifests itself through the defense and affirmation of our historic and cultural values ​​as well as the Portuguese language, an opening and projection tradition to the future .",NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0,1,1,4
80510 2013-05-12 1005,Bulgaria,80510,80510 2013-05-12,More opportunities for young for easier transition from education to employment,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41320 2009-09-27 1637,Germany,41320,41320 2009-09-27,"To ensure that this capital can sustainably bear fruit for future generations, innovative concepts for environmentally compatible rural development must be implemented.",501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
53420 2002-05-17 1625,Ireland,53420,53420 2002-05-17,to encourage the arts at community level.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33512 1989-10-29 826,Spain,33512,33512 1989-10-29,#NAME?,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
